page_name,page_url,likes,link_url,whatsapp_number,duration_days,publisher_platforms,delivery_start,delivery_stop,ad_body,ad_image,score,reasons,flags,page_id,ad_id,collected_at
Li Auto Global,https://www.facebook.com/61582919675724/,5473,https://www.liauto.com/L9?utm_source=meta&utm_medium=paid_social&utm_campaign=L9_Launch_social&utm_content=Global_IG__17923531215163214,,4,"['FACEBOOK', 'INSTAGRAM']",2026-07-27T07:00:00,2026-07-31T07:00:00,"Flagship size, hatchback handling.

At our test drive in Central Asia, we put the Li L9's agility to the test. On busy streets and in tight car parks, being nimble is the name of the game. Thankfully, the Li L9’s four-wheel steer-by-wire means size is no longer an obstacle to agility.
So whether you’re responding to an unpredictable scenario or taking greater control of your driving experience, the Li L9 has you covered, ensuring the fastest possible response times when the unpredictable occurs and a smaller turning circle for when you need to spin on a dime.

How useful would this system be for your life?

#LiAuto #RearWheelSteer #SteerByWire",,1,"website-landing-page, ng-cues:lag, category:hat, small-mid-5473",large-brand,764556233417077,3277417455764513,2026-08-29T10:11:39.973510+00:00
Mini Drama Club,https://www.facebook.com/61583018858103/,70933,https://play.google.com/store/apps/details?id=com.dramawave.app&hl=en,,19,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-06-20T07:00:00,2026-07-09T07:00:00,"Two wounded souls slowly fall into love they never expected. But just as their bond becomes undeniable, fate forces them to choose between fear and forever.",,0,"website-landing-page, active-19d",non-ecom,1040492452477733,990941500601651,2026-08-28T08:32:19.268950+00:00
Swansea University,https://www.facebook.com/swanseauniversity/,85764,https://www.swansea.ac.uk/international-students?utm_source=meta&utm_medium=cpc&utm_campaign=118252_international_2026_pg,,131,"['FACEBOOK', 'INSTAGRAM']",2026-04-20T07:00:00,2026-08-29T07:00:00,"Outstanding learning and teaching experience, enhance your future career prospects with a leading UK university.",https://scontent.fmvd2-1.fna.fbcdn.net/v/t39.35426-6/673763837_1461133134911225_6341293912642482567_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=105&_nc_map=urlgen_bucketless&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=VMvztNmxSzEQ7kNvwGhhFBb&_nc_oc=Adq7WiUv8yZqC3J5Tu_f52WFaQgqx9xYeMzdoZQ5fiNc9k2JkyFOs3DpRU2FaHSXdvl_OAJUSJnH0xB5WehxXBeF&_nc_zt=14&_nc_ht=scontent.fmvd2-1.fna&_nc_gid=XzlXNO6NbSVZuo53qe9QHA&_nc_ss=7b289&oh=00_AQIZfk0gipecz6xLPNfgXGad94nk2qlIsYbEtXlVfA1FkA&oe=6A98624A,0,"website-landing-page, active-131d",non-ecom,128789217212353,942027855285586,2026-08-29T08:33:06.541607+00:00
Areva Martin,https://www.facebook.com/arevamartin/,121059,http://www.arevamartin.com/,,1,['FACEBOOK'],2020-06-16T07:00:00,2020-06-17T07:00:00,The Special Report: Policing Black Women,,0,website-landing-page,one-off-ad,217569858071,596325411018106,2026-08-28T10:15:34.612615+00:00
Playlet - Exclusive Short Drama,https://www.facebook.com/61580393803834/,188166,https://ads.playlet.com/ads/?link_id=Z1144qzr9&is_video=0&ad_id={{ad.id}}&campaign_id={{campaign.id}}&adgroup_id={{adset.id}}&placement={{placement}}&ad_name={{ad.name}}&campaign_name={{campaign.name}}&adgroup_name={{adset.name}},,58,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2025-12-26T08:00:00,2026-02-22T08:00:00,"She’s a ruthless mafia godfather and the underground’s legendary Dr. X.
He’s a business genius pretending to be weak.
A chaotic wedding ties them together, but behind the jokes and mind games, darker hunters lurk in the shadows…",,0,"website-landing-page, active-58d",non-ecom,772241279312167,672546169158825,2026-08-28T10:15:42.156566+00:00
Carpe,https://www.facebook.com/MyCarpe/,66113,https://mycarpe.com/pages/flip-to-win-prizes-orange-save-67?trybe=608aebc4,,78,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-06-11T07:00:00,2026-08-28T07:00:00,"🎁 SAVE UP TO 56% OFF YOUR ORDER W/ FREE GIFTS 🎁

Carpe is the PhD formulated, dermatologist tested, and clinically proven sweat and odor control with products for ANYWHERE you sweat!

And there's never been a better time to see if Carpe is right for you:
✅ FREE & FAST Worldwide Shipping 
✅ 100% money-back guarantee
✅ Special offer: Save up to 56% off w/ free gifts! 

Click the link and join over 3 million happy customers today!",,0,"website-landing-page, active-78d",non-ecom,315614678610514,26930150356606859,2026-08-28T10:15:45.860263+00:00
Wander Prints Home Decor,https://www.facebook.com/wanderprintsglobal/,184100,https://wanderprints.com/bd1574cla1193,,338,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2025-09-24T07:00:00,2026-08-28T07:00:00,"Warning: Wearing this shirt may lead to spontaneous garden center visits 🌼🛒
Order here → https://wanderprints.com/bd1574cla1193
Worldwide Shipping!
#wanderprints #personalized #gifts #giftforher #summerstyle",https://scontent.ftbs5-2.fna.fbcdn.net/v/t39.35426-6/552542027_1129779101915696_7271546718056243457_n.jpg?_nc_cat=107&_nc_map=urlgen_bucketless&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=j4f3o9Hx178Q7kNvwHTSC-_&_nc_oc=AdrtMScwyWhVB0OX6wKEFR1UzwXjyBM0BlfbC8-rFqjk1gctA4SbcFN-1S3TfJO-qQs&_nc_zt=14&_nc_ht=scontent.ftbs5-2.fna&_nc_gid=AS0bcb7op6yC4p1UIUlLfg&_nc_ss=7b289&oh=00_AQETNyhikNjX7Rq3tgzPjjmGd_JhNAYXvYXWvsDmcJz--w&oe=6A9733EF,0,"website-landing-page, active-338d",non-ecom,102890561862959,785430620903555,2026-08-28T10:15:50.071665+00:00
Mamaariella,https://www.facebook.com/mamaariella/,149964,https://selar.com/drtemiaimasterclass,,2,"['FACEBOOK', 'INSTAGRAM']",2026-06-08T07:00:00,2026-06-10T07:00:00,We are living in times our parents hoped and prayed for.,,0,website-landing-page,one-off-ad,424219844687859,4078416222456665,2026-08-28T13:45:45.283049+00:00
GZERO Media,https://www.facebook.com/gzeromedia/,170739,http://www.gzeromedia.com/closingthegap,,20,"['FACEBOOK', 'INSTAGRAM']",2022-12-12T08:00:00,2023-01-01T08:00:00,"How can we move toward including everyone in tomorrow's digital-first economy when nearly 4 billion people are still offline and 1.4 billion don't have a bank account?

#EconomicEmpowerment Visa Ruben Genovez, Ali Wyne, Dilip Ratha, JJ Ramberg
https://www.gzeromedia.com/economic-empowerment/lowering-costs-of-poverty-with-digital-economic-access",,0,"website-landing-page, active-20d",non-ecom,154065301986563,703648541373445,2026-08-29T08:03:46.296579+00:00
Leo Dunson,https://www.facebook.com/leodunsonministriesfb/,76147,https://leodunson.com/,,1,"['FACEBOOK', 'INSTAGRAM']",2020-01-29T08:00:00,2020-01-30T08:00:00,,https://scontent-dus1-1.xx.fbcdn.net/v/t39.16868-6/84008219_483080519057923_967188414145232896_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=110&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=5oBsZY4jZb4Q7kNvwEisbDx&_nc_oc=AdqN6OTPb0PL632ahVU-ADBmXNTPezvC20APv8Ahm_RaNYITqrhHkkjEEuF_sQO-lX_08jemhMPI23TlBk5p6ecP&_nc_zt=14&_nc_ht=scontent-dus1-1.xx&_nc_gid=oUiNDCftBZZaYMhSRsLYWw&_nc_ss=7b289&oh=00_AQLyIPTnz_FsAYFRFltmJ9i9vs05CRiIXOL37jgL52OD7Q&oe=6A986B24,0,website-landing-page,one-off-ad,1951546235101796,483080479057927,2026-08-29T08:13:15.803288+00:00
Pho3nix,https://www.facebook.com/pho3nix/,243676,https://jumpfortheplanet.com/?utm_source=social&utm_medium=video&utm_campaign=jftp-stats,,1,['INSTAGRAM'],2020-10-04T07:00:00,2020-10-05T07:00:00,,,0,website-landing-page,one-off-ad,100311374893894,629437827747142,2026-08-29T08:12:52.970498+00:00
ATOSHI,https://www.facebook.com/Atoshifoundation/,124313,http://atoshi.org/,,1,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER']",2025-12-16T08:00:00,2025-12-17T08:00:00,"🔥 15 days to go.
The leaderboard is moving fast and the community is driving it.

Stay active. Stay consistent.
Your moment is closer than you think.

— Team ATOSHI
Mining Made Simple. Powered by Community.
📢 https://t.me/atoshichannel",,0,website-landing-page,one-off-ad,364280034072898,840567658873626,2026-08-29T08:35:38.257616+00:00
Verdant Digest,https://www.facebook.com/61591657017882/,0,https://drama.reelshort.com/es/drama/6a7e7715b3c61e29b300de48?mediaType=fb&pixel=511862058617494&campaign_id={{campaign.id}}&adset_id={{adset.id}}&ad_id={{ad.id}}&cms_atid=6a8801ea8ae7d6c65ded68e2,,5,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-08-21T07:00:00,2026-08-26T07:00:00,"Anna, una joven humilde y resiliente recién graduada en diseño de joyas, asume las deudas del tratamiento médico de su madre. Un día, en un puesto de hot dogs, ayuda a Walter, un multimillonario que finge ser un viejo indigente. Decidido a obligar a su nieto Warren, un adicto al trabajo, a casarse, Walter organiza una boda exprés entre él y Anna. Anna cree que se casa con un hombre sin dinero, estatus ni futuro, mientras que Warren asume que ella es una cazafortunas motivada por la codicia. Ambos entran al matrimonio con motivos ocultos, sin saber que Warren es el CEO secreto de la firma de diseño donde Anna tiene una entrevista de trabajo. Entre malentendidos, marcadas diferencias de clase y acoso laboral, Anna descubre poco a poco la verdadera identidad de su esposo. Al final, se gana el",,-1,"website-landing-page, category:watch, unknown-size",non-ecom,1259176830613488,2164533877831224,2026-08-28T14:20:27.962204+00:00
Volcanic Vault,https://www.facebook.com/61592536494978/,0,https://drama.reelshort.com/es/drama/6a7e7715b3c61e29b300de48?mediaType=fb&pixel=511862058617494&campaign_id={{campaign.id}}&adset_id={{adset.id}}&ad_id={{ad.id}}&cms_atid={{cms.atid}},,6,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-08-21T07:00:00,2026-08-27T07:00:00,"Anna, una joven humilde y resiliente recién graduada en diseño de joyas, asume las deudas del tratamiento médico de su madre. Un día, en un puesto de hot dogs, ayuda a Walter, un multimillonario que finge ser un viejo indigente. Decidido a obligar a su nieto Warren, un adicto al trabajo, a casarse, Walter organiza una boda exprés entre él y Anna. Anna cree que se casa con un hombre sin dinero, estatus ni futuro, mientras que Warren asume que ella es una cazafortunas motivada por la codicia. Ambos entran al matrimonio con motivos ocultos, sin saber que Warren es el CEO secreto de la firma de diseño donde Anna tiene una entrevista de trabajo. Entre malentendidos, marcadas diferencias de clase y acoso laboral, Anna descubre poco a poco la verdadera identidad de su esposo. Al final, se gana el",,-1,"website-landing-page, category:watch, unknown-size",non-ecom,1175600325645267,1304660744909156,2026-08-28T14:20:29.146198+00:00
Love Saga-t10,https://www.facebook.com/61590656786729/,0,https://image.lunaromance.com/landing-page/h5-16277.html?id=16277&yy_appname=LunaRomance&badid={{ad.id}}&c_id={{campaign.id}},,5,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-06-07T07:00:00,2026-06-12T07:00:00,"SAT scores came out. I got 1580. My twin sister barely scraped 950.
But when the acceptance letter from NYU arrived, Mom handed it straight to my sister.
""You two look identical anyway. Your sister's going to NYU in your place.""
I stared at her. ""WHY?!""
Dad slammed his fist on the table.
""Why? Because when your mom was pregnant, YOU stole all the nutrients from your sister! That's why she's been sick her whole life!""
My brother jumped in with this nasty smirk.
""You owe her. It's just switching colleges. Stop being so dramatic.""
Something inside me went cold.
I walked away, found a quiet corner, and called Harvard admissions.
""Hi... Yeah, I'm accepting that early admission spot you've been holding for me.""

The guy paused, then practically yelled into the phone.

""Wait, seriously? Oh my god",https://scontent-iad6-1.xx.fbcdn.net/v/t39.35426-6/719524754_1928487764347958_6476266464265715464_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=vJOaSi14yysQ7kNvwH5Q4zL&_nc_oc=Ado6FzdeRBtFUFaW824QbwIML7e9S2L1xxnujbALJeiNpblZNX-tOSSlam-8u4bzaF_JaYan0DCY49OEPs5NVz__&_nc_zt=14&_nc_ht=scontent-iad6-1.xx&_nc_gid=DANh49t6WjkRtAqEDOHSRA&_nc_ss=7b289&oh=00_AQHG9xV0r6YYGRkO9oxe_rf3j7YdtmgKXwBLHD-u2zTLNA&oe=6A9772CF,-1,"website-landing-page, category:phone,watch,bag, unknown-size",non-ecom,1168529973005791,2452256038580896,2026-08-28T14:49:21.910791+00:00
Beauty and the Boutique,https://www.facebook.com/beautyandtheboutique/,1045367,https://beautyandtheboutique.com/blogs/news/makeup-face-lift,,562,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER']",2025-02-11T08:00:00,2026-08-28T07:00:00,"🎬 Makeup Facelift ⬆️⚡️🆙💄
🛍️ https://beautyandtheboutique.com/blogs/news/makeup-face-lift

🙋‍♀️Hi Friends, Makeup Artist Katie here!

If, like me, you've noticed areas of your face have started to drop or your features don't look as defined as they once did...

...then check out my Makeup Artist techniques on how you can give yourself a face-lift using just makeup! 💄

🎬 Watch my video to see the makeup products and the techniques that really make a difference!

Love, Katie 💖✨
Makeup Artist & Founder of
www.beautyandtheboutique.com",,-2,"website-landing-page, active-562d, ng-cues:ng , category:boutique,beauty,makeup","large-enterprise, non-ecom",130282577019034,480141121629748,2026-08-28T08:32:20.211163+00:00
AirAsia MOVE,https://www.facebook.com/airasiamove/,49866,https://www.airasia.com/dutyfree/en/gb,,21,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-04-30T07:00:00,2026-05-21T07:00:00,"Your loved ones deserve a treat!

Save up to 55% on global brands like Lancome, Montblanc, Caudalie, Coach, Johnnie Walker, Singleton, Choya and more with duty-free!

🛍️Don’t miss out—shop before you fly!✈️
T&C Apply",,-2,"website-landing-page, active-21d, small-mid-49866",large-brand,127081127164107,1296734259226918,2026-08-28T08:32:31.397915+00:00
Jos. A. Bank,https://www.facebook.com/Jos.A.Bank.Clothiers.Inc/,500073,https://www.josbank.com/c/sportcoats/all-sportcoats-blazers,,30,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-07-29T07:00:00,2026-08-28T07:00:00,A sportcoat is your wardrobe's most effective tool for making any outfit feel more sophisticated.,,-2,"website-landing-page, active-30d, ng-cues:jos, category:hat","large-enterprise, non-ecom",101112943850,1077571721272609,2026-08-28T08:40:01.807926+00:00
FUJI OPERA,https://www.facebook.com/fujiopera/,56751,http://tix.africa/,+2347069051930,6,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER']",2025-11-06T08:00:00,2025-11-12T08:00:00,"It's about that time of the year, the 2025 Fuji Signature print is OUT!!

The 2025 AsoEbi is currently available and selling quickly. The colour of the year is YELLOW. 

To place your Order, contact U.B FABRICS at +234 706 905 1930

FUJI VIBRATIONS takes place on December 4th 2025. 

Stay tuned for the artists unveiling. Also, don't forget to click on the link in our bio to register. 

Fuji is Mood!

#fujiopera
#fujimusic
#fujivibration
#thisisfuji
#FujiVibrations5
#FujiToTheWorld
#FujiDecember",,-2,"website-landing-page, wa:+2347069051930, category:lace,hat",non-ecom,103309094954550,871941968589467,2026-08-28T08:40:14.154349+00:00
Damac Rentals,https://www.facebook.com/100066857088762/,4,https://paystack.shop/pay/damacrentals,+2347033808845,5,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-02-18T08:00:00,2026-02-23T08:00:00,"🔥 ONE MONTH PROMO DEAL – ₦1.7M ONLY! 🔥

Looking for comfort, privacy, and luxury all in one space?

Book our fully furnished 3-Bedroom Duplex Apartment for just ₦1,700,000 (30 days) 🏡✨

✅ Spacious living room (upstairs & downstairs)
✅ Smart security entrance door
✅ Fully fitted kitchen
✅ Air conditioning in all rooms
✅ Large Smart TV
✅ Beautiful mirror views & artwork
✅ Comfortable luxury sofa
✅ Secure & serene environment
✅ Perfect for families, business stays & relocations

No stress. Just move in with your suitcase.

📍 Prime location
📞 Call / WhatsApp: +234 703 380 8845

Hurry! Limited slots available.

#DamacRentals #ShortletNigeria #AbujaApartments #LuxuryLiving #MonthlyDeal ServicedApartment NaijaHomes ApartmentForRent PromoOffer RealEstateNigeria",,-2,"website-landing-page, whatsapp-cta, wa:+2347033808845, ng-cues:nigeria,abuja,₦, category:hat, small-mid-4, naira-pricing","large-brand, non-ecom",101674108117231,1574258153859426,2026-08-28T08:41:14.484324+00:00
Malika.Nigeria,https://www.facebook.com/100063696051754/,90680,https://malikanigeria.selar.com/shop,,1,"['FACEBOOK', 'INSTAGRAM']",2025-08-29T07:00:00,2025-08-30T07:00:00,"New inn

Website Code:
SEPT 005

Pockets ✅
Adjustable rope ✅

Fabric: Ankara and
Model is size 10/12

NGN18,500

Shop at discounted rates on the website 
Link in bio

Send a DM/whatsapp 07067001094 to order

#readytowear #rtw #lekkibabes #adire #adirefashion #adirestyles #modernfashion #naijafashiondaily #naijaonlinestore #adireinlagos #adirelovers #rtwlagos
#ankarareadytowear",,-2,"website-landing-page, whatsapp-cta, ng-cues:nigeria,lagos,naija, category:fashion,ankara,hat","one-off-ad, non-ecom",377004942747393,1950676589101895,2026-08-29T07:19:29.026439+00:00
Romance drama,https://www.facebook.com/61558578710233/,1056839,http://play.google.com/store/apps/details?id=com.newleaf.app.android.victor&cms_atid=6960a69759a1efde857209d4,,17,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-01-09T08:00:00,2026-01-26T08:00:00,"Victoria estava prestes a retornar ao Barretos com seu noivo, Carlos, para planejar o casamento, mas foi terrivelmente humilhada e traída por ele. Para não perder a pose perante a família, Victoria relutantemente concorda em se casar com Samuel, um morador de rua que ela vinha ajudando. Mal sabia ela que Simon não era um morador de rua qualquer — ele era um bilionário charmoso e bonito, CEO do prestigiado Grupo Diniz, número um no ranking nacional. Ao retornar com Samuel, Victoria reencontra inesperadamente seu arrogante ex, Carlos. Desta vez, ela está determinada a recuperar toda a dignidade que perdeu.",,-2,"website-landing-page, active-17d, ng-cues:abia, category:watch","large-enterprise, non-ecom",282516184945940,1140941844578053,2026-08-29T10:11:50.245561+00:00
